Date,Open,High,Low,Close,Volume
22-07-15,74.24,74.24,73.25,73.29,14065
23-07-15,73.62,73.7,72.9,73.19,11521
24-07-15,73.45,73.64,72.38,72.61,22048
27-07-15,72.61,74.5,72.61,74.49,17825
28-07-15,74,74.34,73.5,74.09,15581
29-07-15,74.6,75.31,74.14,75.12,14654
30-07-15,75.12,75.12,74.38,74.74,14685
31-07-15,75.49,75.49,74.77,75.45,10858
03-08-15,76.04,76.04,74.75,74.75,18582
04-08-15,74.88,75.81,74.66,75.52,15318
05-08-15,75.3,75.45,74.57,74.9,14195
06-08-15,74.9,75.06,74.36,74.47,11788
07-08-15,74,74.49,73.83,73.86,11732
10-08-15,73.76,73.93,73.45,73.93,12353
11-08-15,74.38,74.38,73.18,73.49,21105
12-08-15,74,7.43E+01,72.72,72.72,22791
13-08-15,72.88,73.84,72.88,73.6,14953
14-08-15,73.33,74.55,73.25,73.25,10791
17-08-15,74.8,74.8,73.9,74.02,14727
18-08-15,74.6,74.6,73.07,73.13,11151
19-08-15,73,74.5,73,73.31,18121
20-08-15,73.25,73.82,73.1,73.36,9146
21-08-15,72.77,72.77,71.4,71.95,16623
24-08-15,70.64,71.4,69.81,70.2,29920
25-08-15,67.5,72.17,67.41,71.6,23100
26-08-15,71,72.18,70.45,72.05,8155
27-08-15,73,73.06,72,72.97,21860
28-08-15,73.2,74.33,72.02,72.39,16565
31-08-15,72.78,72.78,71.12,72.32,14463
01-09-15,72.01,72.01,71.08,71.87,14394
02-09-15,71.41,71.41,70.4,71,28306
03-09-15,72.17,72.73,70.36,70.4,16392
04-09-15,70.35,70.9,69.5,70.67,15020
07-09-15,70.7,71.04,70.24,71.04,11985
08-09-15,71.75,71.89,71.3,71.89,8633
09-09-15,72.23,72.79,72.21,72.72,15676
10-09-15,71.6,71.71,71,71.44,12634
11-09-15,71.5,71.5,70.79,71.13,9601
14-09-15,71.15,71.8,70.81,71.33,9897
15-09-15,71.4,71.4,70.12,70.5,8112
16-09-15,70.77,71.03,70.46,70.46,19694
17-09-15,7.15E+01,72,71,71.32,7508
18-09-15,70.03,71.51,69.86,71.37,16808
21-09-15,71.37,71.37,69.91,70.34,13371
22-09-15,70.4,71.21,70.4,71.09,11994
23-09-15,70.49,70.49,69.71,69.99,9591
24-09-15,70.23,71.75,70.23,71.75,7526
25-09-15,71.7,72.44,71.7,72.12,8428
28-09-15,72.03,72.9,71.62,72.67,9199
29-09-15,71.56,71.72,70.5,70.5,16754
